adc1, adc2, adc3, adc4, gx, gy, gz 
2016-04-02 16:12:04.731721,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.731996,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.732744,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.733016,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.733763,236, 230, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.734037,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.734782,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.735055,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.735801,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.736075,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.736831,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.737105,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.737850,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.738125,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.738868,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.739139,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.739884,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.740163,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.740909,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.741185,236, 236, 9, 6, -53, 51, -1 
2016-04-02 16:12:04.741930,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.742202,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.742947,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.743220,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.743965,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.744251,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.745009,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.745282,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.746025,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.746298,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.747041,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.747316,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.748061,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.748333,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.749072,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.749346,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.750089,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.750380,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.751135,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.751421,236, 236, 6, 6, -53, 51, -1 
2016-04-02 16:12:04.752189,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.752487,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.753243,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.753527,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.754286,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.754572,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.755326,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.755612,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.756368,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.756654,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.757408,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.757694,236, 236, 9, 6, -55, 49, -1 
2016-04-02 16:12:04.758452,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.758737,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.759493,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.759778,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.760563,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.760853,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.761613,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.761900,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.762656,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.762942,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.763699,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.763985,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.764800,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.765090,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.765848,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.766133,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.766887,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.767172,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.767927,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.768226,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.768994,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.769280,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.770042,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.770331,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.771085,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.771372,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.772128,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.772414,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.773168,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.773453,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.774212,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.774497,236, 236, 9, 6, -55, 49, -1 
2016-04-02 16:12:04.775253,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.775537,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.776306,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.776592,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.777348,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.777634,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.778387,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.778672,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.779429,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.779714,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.780479,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.780765,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.781522,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.781807,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.782559,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.782844,236, 236, 6, 6, -55, 49, -1 
2016-04-02 16:12:04.783599,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.783885,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.784653,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.784939,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.785691,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.785978,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.786733,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.787019,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.787774,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.788061,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.788815,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.789100,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.789862,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.790148,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.790908,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.791194,236, 236, 9, 6, -54, 50, -1 
2016-04-02 16:12:04.791952,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.792253,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.793025,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.793311,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.794065,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.794350,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.795107,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.795392,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.796146,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.796432,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.797185,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.797469,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.798226,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.798512,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.799267,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.799564,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.800356,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.800646,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.801403,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.801690,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.802445,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.802784,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.803546,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.803833,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.804591,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.804879,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.805637,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.805923,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.806679,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.806965,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.807722,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.808009,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.808790,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.809078,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.809855,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.810141,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.810898,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.811181,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.811935,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.812218,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.812972,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.813255,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.814006,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.814289,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.815040,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.815325,236, 236, 6, 6, -54, 50, -1 
2016-04-02 16:12:04.816075,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.816381,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.817210,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.817488,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.818234,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.818507,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.819254,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.819526,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.820269,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.820549,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.821292,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.821564,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.822305,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.822578,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.823321,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.823592,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.824347,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.824622,236, 236, 9, 6, -59, 45, -1 
2016-04-02 16:12:04.825364,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.825635,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.826381,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.826652,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.827395,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.827664,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.828402,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.828673,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.829417,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.829686,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.830455,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.830730,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.831473,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.831743,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.832498,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.832770,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.833511,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.833782,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.834524,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.834794,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.835534,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.835805,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.836544,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.836815,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.837555,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.837826,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.838568,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.838839,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.839582,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.839875,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.840688,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.840967,236, 236, 9, 6, -59, 45, -1 
2016-04-02 16:12:04.841711,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.841983,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.842726,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.842996,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.843738,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.844009,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.844751,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.845020,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.845761,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.846031,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.846774,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.847043,236, 236, 6, 6, -59, 45, -1 
2016-04-02 16:12:04.847784,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.848055,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.848810,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.849081,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.849845,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.850135,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.850889,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.851174,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.851929,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.852213,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.852970,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.853252,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.854006,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.854287,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.855042,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.855324,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.856076,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.856382,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.857137,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.857421,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.858174,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.858456,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.859210,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.859492,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.860246,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.860532,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.861288,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.861570,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.862325,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.862609,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.863365,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.863645,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.864400,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.864684,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.865437,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.865719,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.866473,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.866755,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.867508,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.867789,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.868544,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.868826,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.869580,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.869875,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.870628,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.870910,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.871663,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.871946,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.872714,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.872998,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.873752,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.874034,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.874784,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.875067,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.875819,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.876102,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.876855,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.877138,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.877889,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.878238,236, 236, 6, 6, -55, 48, -5 
2016-04-02 16:12:04.879001,236, 236, 6, 6, -55, 50, -3 
2016-04-02 16:12:04.879283,236, 236, 6, 6, -55, 50, -3 
2016-04-02 16:12:04.880045,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.880347,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.881105,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.881387,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.882142,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.882424,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.883177,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.883459,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.884214,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.884497,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.885249,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.885531,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.886283,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.886565,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.887318,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.887600,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.888371,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.888652,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.889407,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.889688,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.890468,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.890751,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.891507,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.891789,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.892543,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.892824,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.893579,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.893862,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.894617,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.894899,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.895652,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.895934,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.896693,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.896976,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.897735,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.898018,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.898771,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.899052,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.899805,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.900113,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.900868,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.901151,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.901900,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.902184,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.902940,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.903222,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.903975,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.904271,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.905038,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.905322,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.906075,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.906357,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.907114,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.907397,236, 236, 9, 6, -58, 50, -3 
2016-04-02 16:12:04.908150,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.908431,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.909185,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.909469,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.910228,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.910509,236, 236, 6, 6, -58, 50, -3 
2016-04-02 16:12:04.911256,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.911536,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.912296,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.912589,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.913342,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.913623,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.914372,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.914652,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.915401,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.915680,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.916484,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.916889,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.917648,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.917924,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.918666,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.918938,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.919677,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.919980,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.920743,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.921016,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.921763,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.922034,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.922776,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.923047,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.923788,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.924058,236, 236, 9, 6, -58, 50, -2 
2016-04-02 16:12:04.924799,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.925069,236, 236, 9, 6, -58, 50, -2 
2016-04-02 16:12:04.925813,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.926084,236, 236, 6, 6, -58, 50, -2 
2016-04-02 16:12:04.926825,236, 236, 6, 6, -58, 50, -2 
